Rut,Actividad,Timestamp,Tipo alerta,Alerta real,Tipo revisión,PPA,PPS,Periodo admisión,Tipo admisión,Sexo,Vigencia,Región,Establecimiento educacional,Ptj NEM,Ptj Ranking,Ptj Selección,Preferencia,Puesto ingreso,Estado Civil,Vive con,Sistema de Salud
62,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
63,Alert semester 1,01-2019,"28a,28b",True,,2.57,2.57,201920,60 - PSU,F,Vigente,IX R. de la Araucanía,Particular Pagado,500,208,669,1,581,C - Casado,,Isapre San Lorenzo Ltda.
63,Alert semester 2,08-2019,"28c,28d",True,,1.83,1.1,,,,,,,,,,,,,,
63,Alert semester 3,01-2020,28e,True,,1.93,2.12,,,,,,,,,,,,,,
63,Stopout semester 4,08-2020,,,,,,,,,,,,,,,,,,,
63,Stopout semester 5,01-2021,,,,,,,,,,,,,,,,,,,
63,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
64,No Alert semester 1,01-2019,,,,5.76,5.76,201920,60 - PSU,F,Vigente,XVI R. de Ñuble,Particular Pagado,512,99,403,2,273,U - Acuerdo de Unión Civil,Ambos Padres,Isapre Fund Salud Trab BcoEsta
64,No Alert semester 2,08-2019,,,,6.37,6.98,,,,,,,,,,,,,,
64,No Alert semester 3,01-2020,,,,4.87,1.88,,,,,,,,,,,,,,
64,No Alert semester 4,08-2020,,,,4.56,3.63,,,,,,,,,,,,,,
64,No Alert semester 5,01-2021,,,,4.19,2.69,,,,,,,,,,,,,,
64,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
65,No Alert semester 1,01-2019,,,,6.77,6.77,201920,60 - PSU,M,Vigente,XIII R. Metropolitana,Particular Pagado,757,614,264,1,376,U - Acuerdo de Unión Civil,El Conyuge,Isapre Banmedica S.A.
65,No Alert semester 2,08-2019,,,,5.72,4.67,,,,,,,,,,,,,,
65,No Alert semester 3,01-2020,,,,4.83,3.05,,,,,,,,,,,,,,
65,No Alert semester 4,08-2020,,,,4.38,3.02,,,,,,,,,,,,,,
65,No Alert semester 5,01-2021,,,,4.0,2.5,,,,,,,,,,,,,,
65,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
66,Alert semester 1,01-2019,"28a,28b",True,,1.93,1.93,201920,60 - PSU,F,Vigente,XIII R. Metropolitana,Particular Subvencionado,86,439,488,2,367,C - Casado,Institucion,Isapre Banmedica S.A.
66,Alert semester 2,08-2019,"28c,28d",True,,2.75,3.58,,,,,,,,,,,,,,
66,No Alert semester 3,01-2020,,,,4.07,6.7,,,,,,,,,,,,,,
66,No Alert semester 4,08-2020,,,,4.58,6.12,,,,,,,,,,,,,,
66,No Alert semester 5,01-2021,,,,4.54,4.37,,,,,,,,,,,,,,
66,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
67,Alert semester 1,01-2019,"28a,28b",True,,2.19,2.19,201920,60 - PSU,M,Vigente,XII R. de Magallanes y La Anta,Particular Subvencionado,664,440,341,2,119,D - Divorciado,Hogar de menores,Sin Prevision
67,Alert semester 2,08-2019,"28c,28d",True,,2.45,2.7,,,,,,,,,,,,,,
67,Alert semester 3,01-2020,28e,True,,2.66,3.08,,,,,,,,,,,,,,
67,Alert semester 4,08-2020,28e,True,,3.22,4.9,,,,,,,,,,,,,,
67,Alert semester 5,01-2021,28e,True,,3.26,3.41,,,,,,,,,,,,,,
67,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
68,Alert semester 1,01-2019,"28a,28b",True,,2.67,2.67,201920,60 - PSU,F,Vigente,XII R. de Magallanes y La Anta,Particular Subvencionado,50,318,543,1,167,,,Capredena
68,Alert semester 2,08-2019,"28c,28d",True,,2.02,1.37,,,,,,,,,,,,,,
68,Alert semester 3,01-2020,28e,True,,2.76,4.23,,,,,,,,,,,,,,
68,Alert semester 4,08-2020,28e,True,,2.67,2.41,,,,,,,,,,,,,,
68,Alert semester 5,01-2021,28e,True,,2.57,2.17,,,,,,,,,,,,,,
68,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
69,Alert semester 1,01-2019,"28a,28b",True,,2.46,2.46,201920,60 - PSU,M,Vigente,XIII R. Metropolitana,Particular Subvencionado,540,391,560,2,409,,Otros parientes,Isapre Rio Blanco Ltda.
69,No Alert semester 2,08-2019,,,,4.31,6.16,,,,,,,,,,,,,,
69,No Alert semester 3,01-2020,,,,4.21,4.02,,,,,,,,,,,,,,
69,No Alert semester 4,08-2020,,,,4.62,5.82,,,,,,,,,,,,,,
69,No Alert semester 5,01-2021,,,,4.85,5.78,,,,,,,,,,,,,,
69,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
71,Alert semester 1,01-2019,"28a,28b",True,,1.81,1.81,201920,60 - PSU,F,Vigente,XIV R. de los Rios,Municipal,321,368,495,1,532,U - Acuerdo de Unión Civil,Institucion,Isapre Ing Salud S.A.
71,Alert semester 2,08-2019,"28c,28d",True,,2.17,2.53,,,,,,,,,,,,,,
71,Alert semester 3,01-2020,28e,True,,3.75,6.91,,,,,,,,,,,,,,
71,Alert semester 4,08-2020,28e,True,,3.72,3.62,,,,,,,,,,,,,,
71,Alert semester 5,01-2021,28e,True,,3.86,4.41,,,,,,,,,,,,,,
71,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
73,Alert semester 1,01-2019,"28a,28b",True,,1.37,1.37,201920,60 - PSU,F,Vigente,II R. de Antofagasta,Particular Subvencionado,416,607,107,1,704,U - Acuerdo de Unión Civil,"Hermanos, Parientes, Amigos",Sin Prevision
73,Alert semester 2,08-2019,"28c,28d",True,,1.88,2.39,,,,,,,,,,,,,,
73,Alert semester 3,01-2020,28e,True,,2.62,4.09,,,,,,,,,,,,,,
73,Alert semester 4,08-2020,28e,True,,2.25,1.16,,,,,,,,,,,,,,
73,Stopout semester 5,01-2021,,,,,,,,,,,,,,,,,,,
73,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
74,Alert semester 1,01-2019,"28a,28b",True,,2.4,2.4,201920,60 - PSU,F,Vigente,II R. de Antofagasta,Municipal,607,365,252,2,612,D - Divorciado,Otros parientes,Fonasa
74,Alert semester 2,08-2019,28c,True,,3.3,4.2,,,,,,,,,,,,,,
74,No Alert semester 3,01-2020,,,,4.08,5.64,,,,,,,,,,,,,,
74,No Alert semester 4,08-2020,,,,4.09,4.14,,,,,,,,,,,,,,
74,Stopout semester 5,01-2021,,,,,,,,,,,,,,,,,,,
74,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
75,Alert semester 1,01-2019,"28a,28b",True,,2.68,2.68,201920,60 - PSU,M,No vigente,VI R. del L.B.OHiggins,Particular Pagado,710,377,308,1,623,C - Casado,Otros,Otra Institución
75,Stopout semester 2,08-2019,,,,,,,,,,,,,,,,,,,
75,No Alert semester 3,01-2020,,,,4.64,6.6,,,,,,,,,,,,,,
75,Stopout semester 4,08-2020,,,,,,,,,,,,,,,,,,,
75,Dropout,12-2020,,,,,,,,,,,,,,,,,,,
78,No Alert semester 1,01-2019,,,,5.72,5.72,201920,60 - PSU,M,Vigente,V R. de Valparaíso,Particular Pagado,95,218,258,2,827,C - Casado,Institucion,Isapre Fund Salud Trab BcoEsta
78,No Alert semester 2,08-2019,,,,4.17,2.61,,,,,,,,,,,,,,
78,No Alert semester 3,01-2020,,,,4.02,3.74,,,,,,,,,,,,,,
78,Alert semester 4,08-2020,28e,True,,3.56,2.16,,,,,,,,,,,,,,
78,Alert semester 5,01-2021,28e,True,,3.71,4.3,,,,,,,,,,,,,,
78,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
79,Alert semester 1,01-2019,"28a,28b",True,,2.62,2.62,201920,60 - PSU,M,Vigente,I R. de Tarapaca,Particular Subvencionado,435,662,382,2,91,,Ambos Padres,Isapre Vida Tres S.A.
79,Alert semester 2,08-2019,28c,True,,3.53,4.44,,,,,,,,,,,,,,
79,No Alert semester 3,01-2020,,,,4.05,5.09,,,,,,,,,,,,,,
79,Stopout semester 4,08-2020,,,,,,,,,,,,,,,,,,,
79,Alert semester 5,01-2021,28e,True,,3.66,2.47,,,,,,,,,,,,,,
79,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
80,Alert semester 1,01-2019,"28a,28b",True,,2.52,2.52,201920,60 - PSU,F,Vigente,VII R. del Maule,Municipal,292,585,696,1,87,D - Divorciado,Solo (Independiente),Isapre Colmena Golden Cross SA
80,Alert semester 2,08-2019,"28c,28d",True,,3.62,4.71,,,,,,,,,,,,,,
80,No Alert semester 3,01-2020,,,,4.72,6.92,,,,,,,,,,,,,,
80,Stopout semester 4,08-2020,,,,,,,,,,,,,,,,,,,
80,Stopout semester 5,01-2021,,,,,,,,,,,,,,,,,,,
80,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
81,Alert semester 1,01-2019,"28a,28b",True,,1.36,1.36,201920,60 - PSU,M,Vigente,XIII R. Metropolitana,Particular Subvencionado,406,230,256,2,33,U - Acuerdo de Unión Civil,Otros,Isapre San Lorenzo Ltda.
81,Alert semester 2,08-2019,"28c,28d",True,,3.4,5.43,,,,,,,,,,,,,,
81,Stopout semester 3,01-2020,,,,,,,,,,,,,,,,,,,
81,Stopout semester 4,08-2020,,,,,,,,,,,,,,,,,,,
81,Stopout semester 5,01-2021,,,,,,,,,,,,,,,,,,,
81,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
82,Stopout semester 1,01-2019,,,,,,201920,60 - PSU,M,No vigente,VII R. del Maule,Particular Subvencionado,324,152,159,2,657,C - Casado,"Hermanos, Parientes, Amigos",
82,Dropout,07-2019,,,,,,,,,,,,,,,,,,,
83,Alert semester 1,01-2019,"28a,28b",True,,3.72,3.72,201920,60 - PSU,F,Vigente,XII R. de Magallanes y La Anta,Particular Pagado,289,58,781,2,49,D - Divorciado,Solo,
83,Alert semester 2,08-2019,"28c,28d",True,,3.6,3.47,,,,,,,,,,,,,,
83,Stopout semester 3,01-2020,,,,,,,,,,,,,,,,,,,
83,Stopout semester 4,08-2020,,,,,,,,,,,,,,,,,,,
83,Stopout semester 5,01-2021,,,,,,,,,,,,,,,,,,,
83,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
84,Alert semester 1,01-2019,"28a,28b",True,,2.65,2.65,201920,60 - PSU,M,Vigente,V R. de Valparaíso,Municipal,404,639,85,1,348,C - Casado,Solo,Isapre Ferrosalud S.A.
84,No Alert semester 2,08-2019,,,,4.75,6.86,,,,,,,,,,,,,,
84,Stopout semester 3,01-2020,,,,,,,,,,,,,,,,,,,
84,No Alert semester 4,08-2020,,,,4.1,2.78,,,,,,,,,,,,,,
84,No Alert semester 5,01-2021,,,,4.3,4.93,,,,,,,,,,,,,,
84,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
85,Alert semester 1,01-2019,"28a,28b",True,,2.98,2.98,201920,60 - PSU,F,Vigente,II R. de Antofagasta,Particular Subvencionado,654,734,22,1,593,U - Acuerdo de Unión Civil,Solo (Independiente),Isapre Banmedica S.A.
85,Stopout semester 2,08-2019,,,,,,,,,,,,,,,,,,,
85,Stopout semester 3,01-2020,,,,,,,,,,,,,,,,,,,
85,Stopout semester 4,08-2020,,,,,,,,,,,,,,,,,,,
85,No Alert semester 5,01-2021,,,,4.51,6.04,,,,,,,,,,,,,,
85,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
86,Alert semester 1,01-2019,"28a,28b",True,,1.74,1.74,201920,60 - PSU,M,Vigente,IV R. de Coquimbo,Particular Subvencionado,559,5,754,2,428,C - Casado,Ambos Padres,Isapre Fund Salud Trab BcoEsta
86,Alert semester 2,08-2019,"28c,28d",True,,2.27,2.8,,,,,,,,,,,,,,
86,Alert semester 3,01-2020,28e,True,,1.97,1.36,,,,,,,,,,,,,,
86,Alert semester 4,08-2020,28e,True,,2.98,6.02,,,,,,,,,,,,,,
86,Alert semester 5,01-2021,28e,True,,3.48,5.48,,,,,,,,,,,,,,
86,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
87,No Alert semester 1,01-2019,,,,5.23,5.23,201920,60 - PSU,F,Vigente,XV R. de Arica y Parinacota,Particular Pagado,343,695,640,1,176,,Otros,Isapre Colmena Golden Cross SA
87,No Alert semester 2,08-2019,,,,6.08,6.92,,,,,,,,,,,,,,
87,No Alert semester 3,01-2020,,,,5.03,2.95,,,,,,,,,,,,,,
87,No Alert semester 4,08-2020,,,,4.44,2.65,,,,,,,,,,,,,,
87,No Alert semester 5,01-2021,,,,4.14,2.96,,,,,,,,,,,,,,
87,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
88,Alert semester 1,01-2019,"28a,28b",True,,2.99,2.99,201920,60 - PSU,F,Vigente,VII R. del Maule,Municipal,800,85,451,1,386,,,Isapre Rio Blanco Ltda.
88,No Alert semester 2,08-2019,,,,4.03,5.06,,,,,,,,,,,,,,
88,Alert semester 3,01-2020,28e,True,,3.94,3.78,,,,,,,,,,,,,,
88,Alert semester 4,08-2020,28e,True,,3.24,1.14,,,,,,,,,,,,,,
88,Alert semester 5,01-2021,28e,True,,2.88,1.45,,,,,,,,,,,,,,
88,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
89,No Alert semester 1,01-2019,,,,5.14,5.14,201920,60 - PSU,M,Vigente,No tiene,Particular Pagado,775,458,693,2,820,,El Conyuge,Isapre Rio Blanco Ltda.
89,Alert semester 2,08-2019,"28c,28d",True,,3.51,1.88,,,,,,,,,,,,,,
89,Alert semester 3,01-2020,28e,True,,3.75,4.24,,,,,,,,,,,,,,
89,No Alert semester 4,08-2020,,,,4.25,5.73,,,,,,,,,,,,,,
89,Alert semester 5,01-2021,28e,True,,3.9,2.5,,,,,,,,,,,,,,
89,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
92,Alert semester 1,01-2019,"28a,28b",True,,3.34,3.34,201920,60 - PSU,M,Vigente,,Particular Subvencionado,121,406,317,1,888,S - Soltero,El Conyuge,Isapre Chuquicamata
92,Alert semester 2,08-2019,"28c,28d",True,,3.23,3.13,,,,,,,,,,,,,,
92,No Alert semester 3,01-2020,,,,4.23,6.23,,,,,,,,,,,,,,
92,Alert semester 4,08-2020,28e,True,,3.77,2.37,,,,,,,,,,,,,,
92,Stopout semester 5,01-2021,,,,,,,,,,,,,,,,,,,
92,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
93,Alert semester 1,01-2019,"28a,28b",True,,3.38,3.38,201920,60 - PSU,M,Vigente,VI R. del L.B.OHiggins,Particular Subvencionado,216,99,424,2,549,U - Acuerdo de Unión Civil,Uno De Los Padres,Isapre Consalud
93,Alert semester 2,08-2019,28c,True,,3.97,4.56,,,,,,,,,,,,,,
93,Alert semester 3,01-2020,28e,True,,3.11,1.38,,,,,,,,,,,,,,
93,Alert semester 4,08-2020,28e,True,,2.85,2.06,,,,,,,,,,,,,,
93,Alert semester 5,01-2021,28e,True,,3.31,5.17,,,,,,,,,,,,,,
93,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
94,Alert semester 1,01-2019,"28a,28b",True,,2.15,2.15,201920,60 - PSU,M,Vigente,II R. de Antofagasta,Municipal,143,126,158,2,483,U - Acuerdo de Unión Civil,El Conyuge,Isapre Consalud S.A.
94,Alert semester 2,08-2019,"28c,28d",True,,1.58,1.02,,,,,,,,,,,,,,
94,Alert semester 3,01-2020,28e,True,,1.42,1.1,,,,,,,,,,,,,,
94,Alert semester 4,08-2020,28e,True,,1.72,2.61,,,,,,,,,,,,,,
94,Stopout semester 5,01-2021,,,,,,,,,,,,,,,,,,,
94,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
96,Alert semester 1,01-2019,"28a,28b",True,,2.97,2.97,201920,60 - PSU,M,Vigente,VI R. del L.B.OHiggins,Particular Subvencionado,690,719,506,2,447,,Solo (Independiente),Isapre San Lorenzo Ltda.
96,Alert semester 2,08-2019,28c,True,,3.55,4.13,,,,,,,,,,,,,,
96,No Alert semester 3,01-2020,,,,4.07,5.1,,,,,,,,,,,,,,
96,Alert semester 4,08-2020,28e,True,,3.43,1.54,,,,,,,,,,,,,,
96,No Alert semester 5,01-2021,,,,4.14,6.95,,,,,,,,,,,,,,
96,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
98,Stopout semester 1,01-2019,,,,,,201920,60 - PSU,M,Vigente,VII R. del Maule,Particular Subvencionado,562,760,170,2,206,C - Casado,,Isapre Consalud S.A.
98,Stopout semester 2,08-2019,,,,,,,,,,,,,,,,,,,
98,Stopout semester 3,01-2020,,,,,,,,,,,,,,,,,,,
98,No Alert semester 4,08-2020,,,,4.49,4.49,,,,,,,,,,,,,,
98,No Alert semester 5,01-2021,,,,4.77,5.05,,,,,,,,,,,,,,
98,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
99,Alert semester 1,01-2019,"28a,28b",True,,3.21,3.21,201920,60 - PSU,M,Vigente,IX R. de la Araucanía,Particular Subvencionado,15,354,167,2,386,D - Divorciado,Otros parientes,Sin Prevision
99,Alert semester 2,08-2019,"28c,28d",True,,2.16,1.11,,,,,,,,,,,,,,
99,Alert semester 3,01-2020,28e,True,,2.98,4.62,,,,,,,,,,,,,,
99,Alert semester 4,08-2020,28e,True,,2.75,2.06,,,,,,,,,,,,,,
99,Alert semester 5,01-2021,28e,True,,2.71,2.57,,,,,,,,,,,,,,
99,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
100,Alert semester 1,01-2019,"28a,28b",True,,1.59,1.59,201920,60 - PSU,M,Vigente,XI R. de Aysen del G.C.Ibañez,Municipal,605,532,700,2,463,C - Casado,No Tiene,Isapre Colmena Golden Cross SA
100,Alert semester 2,08-2019,28c,True,,3.67,5.75,,,,,,,,,,,,,,
100,No Alert semester 3,01-2020,,,,4.55,6.32,,,,,,,,,,,,,,
100,No Alert semester 4,08-2020,,,,4.87,5.83,,,,,,,,,,,,,,
100,Stopout semester 5,01-2021,,,,,,,,,,,,,,,,,,,
100,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
17,No Alert semester 1,01-2019,,,,5.38,5.38,201920,60 - PSU,M,Vigente,XIII R. Metropolitana,Particular Pagado,637,366,314,1,8,,"Con pareja (conyuge, conviv.)",Isapre Fund Salud Trab BcoEsta
17,Alert semester 2,08-2019,28c,True,,3.83,2.27,,,,,,,,,,,,,,
17,No Alert semester 3,01-2020,,,,4.6,6.14,,,,,,,,,,,,,,
17,No Alert semester 4,08-2020,,,,5.08,6.55,,,,,,,,,,,,,,
17,No Alert semester 5,01-2021,,,,4.79,3.62,,,,,,,,,,,,,,
17,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
19,Alert semester 1,01-2019,"28a,28b",True,,3.1,3.1,201920,60 - PSU,F,Vigente,III R. de Atacama,Particular Subvencionado,317,788,418,1,149,C - Casado,Hogar de menores,Sin Prevision
19,Alert semester 2,08-2019,28d,True,,4.31,5.52,,,,,,,,,,,,,,
19,No Alert semester 3,01-2020,,,,4.89,6.04,,,,,,,,,,,,,,
19,No Alert semester 4,08-2020,,,,5.16,5.98,,,,,,,,,,,,,,
19,No Alert semester 5,01-2021,,,,4.41,1.39,,,,,,,,,,,,,,
19,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
21,Alert semester 1,01-2019,"28a,28b",True,,3.15,3.15,201920,60 - PSU,M,No vigente,XVI R. de Ñuble,Municipal,627,418,285,2,136,C - Casado,"Con pareja (conyuge, conviv.)",Isapre San Lorenzo Ltda.
21,Stopout semester 2,08-2019,,,,,,,,,,,,,,,,,,,
21,Alert semester 3,01-2020,"28c,28d",True,,3.63,4.12,,,,,,,,,,,,,,
21,Alert semester 4,08-2020,28e,True,,3.87,4.34,,,,,,,,,,,,,,
21,Expelled,12-2020,,,,,,,,,,,,,,,,,,,
27,Alert semester 1,01-2019,"28a,28b",True,,3.32,3.32,201920,60 - PSU,M,Vigente,III R. de Atacama,Municipal,225,459,655,1,375,U - Acuerdo de Unión Civil,"Con pareja (conyuge, conviv.)",Isapre Fund Salud Trab BcoEsta
27,Alert semester 2,08-2019,"28c,28d",True,,3.18,3.05,,,,,,,,,,,,,,
27,Stopout semester 3,01-2020,,,,,,,,,,,,,,,,,,,
27,Stopout semester 4,08-2020,,,,,,,,,,,,,,,,,,,
27,Alert semester 5,01-2021,28e,True,,2.63,1.53,,,,,,,,,,,,,,
27,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
30,No Alert semester 1,01-2019,,,,4.11,4.11,201920,60 - PSU,M,Vigente,,Particular Pagado,625,250,15,2,383,S - Soltero,,Capredena
30,No Alert semester 2,08-2019,,,,5.04,5.98,,,,,,,,,,,,,,
30,Stopout semester 3,01-2020,,,,,,,,,,,,,,,,,,,
30,No Alert semester 4,08-2020,,,,4.03,2.0,,,,,,,,,,,,,,
30,No Alert semester 5,01-2021,,,,4.27,4.98,,,,,,,,,,,,,,
30,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
35,Alert semester 1,01-2019,"28a,28b",True,,3.38,3.38,201920,60 - PSU,F,Vigente,X R. de los Lagos,Particular Subvencionado,604,685,714,2,835,U - Acuerdo de Unión Civil,No Tiene,Otra Institución
35,Stopout semester 2,08-2019,,,,,,,,,,,,,,,,,,,
35,Stopout semester 3,01-2020,,,,,,,,,,,,,,,,,,,
35,Stopout semester 4,08-2020,,,,,,,,,,,,,,,,,,,
35,Stopout semester 5,01-2021,,,,,,,,,,,,,,,,,,,
35,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
39,Alert semester 1,01-2019,"28a,28b",True,,1.56,1.56,201920,60 - PSU,M,Vigente,IV R. de Coquimbo,Particular Subvencionado,21,404,443,1,665,C - Casado,"Con pareja (conyuge, conviv.)",Isapre Vida Tres S.A.
39,Alert semester 2,08-2019,"28c,28d",True,,2.09,2.62,,,,,,,,,,,,,,
39,Alert semester 3,01-2020,28e,True,,2.53,3.41,,,,,,,,,,,,,,
39,Stopout semester 4,08-2020,,,,,,,,,,,,,,,,,,,
39,Alert semester 5,01-2021,28e,True,,2.74,3.38,,,,,,,,,,,,,,
39,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
40,Alert semester 1,01-2019,"28a,28b",True,,1.2,1.2,201920,60 - PSU,M,Vigente,XI R. de Aysen del G.C.Ibañez,Particular Pagado,554,717,112,1,68,U - Acuerdo de Unión Civil,Solo,Sin Prevision
40,Alert semester 2,08-2019,28c,True,,3.02,4.85,,,,,,,,,,,,,,
40,Alert semester 3,01-2020,28e,True,,2.45,1.29,,,,,,,,,,,,,,
40,Alert semester 4,08-2020,28e,True,,3.47,6.56,,,,,,,,,,,,,,
40,No Alert semester 5,01-2021,,,,4.1,6.61,,,,,,,,,,,,,,
40,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
42,Alert semester 1,01-2019,"28a,28b",True,,2.39,2.39,201920,60 - PSU,M,Vigente,X R. de los Lagos,Municipal,598,214,509,2,850,C - Casado,Uno De Los Padres,Fonasa
42,Stopout semester 2,08-2019,,,,,,,,,,,,,,,,,,,
42,Stopout semester 3,01-2020,,,,,,,,,,,,,,,,,,,
42,Alert semester 4,08-2020,"28c,28d",True,,3.8,5.22,,,,,,,,,,,,,,
42,Alert semester 5,01-2021,28e,True,,3.1,1.68,,,,,,,,,,,,,,
42,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
49,Alert semester 1,01-2019,"28a,28b",True,,3.93,3.93,201920,60 - PSU,M,No vigente,XII R. de Magallanes y La Anta,Particular Pagado,96,308,519,1,69,C - Casado,Otros parientes,Fonasa
49,Alert semester 2,08-2019,"28c,28d",True,,2.94,1.95,,,,,,,,,,,,,,
49,Alert semester 3,01-2020,28e,True,,3.41,4.36,,,,,,,,,,,,,,
49,Expelled,07-2020,,,,,,,,,,,,,,,,,,,
52,Alert semester 1,01-2019,"28a,28b",True,,2.36,2.36,201920,60 - PSU,M,No vigente,III R. de Atacama,Municipal,251,252,604,2,477,,No Tiene,Sin Prevision
52,Stopout semester 2,08-2019,,,,,,,,,,,,,,,,,,,
52,Alert semester 3,01-2020,"28c,28d",True,,1.98,1.6,,,,,,,,,,,,,,
52,Expelled,07-2020,,,,,,,,,,,,,,,,,,,
55,Stopout semester 1,01-2019,,,,,,201920,60 - PSU,M,No vigente,IX R. de la Araucanía,Particular Subvencionado,106,515,158,1,577,S - Soltero,Solo con mi padre,Isapre Vida Tres S.A.
55,Alert semester 2,08-2019,"28a,28b",True,,2.89,2.89,,,,,,,,,,,,,,
55,Alert semester 3,01-2020,"28c,28d",True,,3.06,3.23,,,,,,,,,,,,,,
55,Alert semester 4,08-2020,28e,True,,3.21,3.5,,,,,,,,,,,,,,
55,Stopout semester 5,01-2021,,,,,,,,,,,,,,,,,,,
55,Expelled,07-2021,,,,,,,,,,,,,,,,,,,
56,Stopout semester 1,01-2019,,,,,,201920,60 - PSU,F,No vigente,XII R. de Magallanes y La Anta,Particular Subvencionado,537,177,416,1,423,S - Soltero,No Tiene,Otra Institución
56,No Alert semester 2,08-2019,,,,4.42,4.42,,,,,,,,,,,,,,
56,Expelled,12-2019,,,,,,,,,,,,,,,,,,,
58,Alert semester 1,01-2019,"28a,28b",True,,2.05,2.05,201920,60 - PSU,M,Vigente,XVI R. de Ñuble,Particular Subvencionado,754,729,385,1,301,S - Soltero,Institucion,Isapre Rio Blanco Ltda.
58,Alert semester 2,08-2019,28c,True,,3.31,4.57,,,,,,,,,,,,,,
58,Alert semester 3,01-2020,28e,True,,2.91,2.11,,,,,,,,,,,,,,
58,Alert semester 4,08-2020,28e,True,,2.93,2.98,,,,,,,,,,,,,,
58,Alert semester 5,01-2021,28e,True,,3.49,5.74,,,,,,,,,,,,,,
58,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
59,Alert semester 1,01-2019,"28a,28b",True,,2.21,2.21,201920,60 - PSU,F,Vigente,X R. de los Lagos,Particular Subvencionado,543,633,29,2,112,,Uno De Los Padres,Isapre San Lorenzo Ltda.
59,No Alert semester 2,08-2019,,,,4.58,6.94,,,,,,,,,,,,,,
59,Stopout semester 3,01-2020,,,,,,,,,,,,,,,,,,,
59,No Alert semester 4,08-2020,,,,5.36,6.94,,,,,,,,,,,,,,
59,No Alert semester 5,01-2021,,,,5.46,5.74,,,,,,,,,,,,,,
59,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
70,Alert semester 1,01-2019,"28a,28b",True,,3.19,3.19,201920,60 - PSU,F,Vigente,III R. de Atacama,Municipal,228,691,101,2,33,S - Soltero,Con ambos padres,Isapre Consalud
70,Alert semester 2,08-2019,"28c,28d",True,,3.0,2.82,,,,,,,,,,,,,,
70,No Alert semester 3,01-2020,,,,4.25,6.74,,,,,,,,,,,,,,
70,No Alert semester 4,08-2020,,,,4.45,5.05,,,,,,,,,,,,,,
70,Stopout semester 5,01-2021,,,,,,,,,,,,,,,,,,,
70,Taking courses,07-2021,,,,,,,,,,,,,,,,,,,
72,Stopout semester 1,01-2019,,,,,,201920,60 - PSU,F,No vigente,XV R. de Arica y Parinacota,Particular Subvencionado,767,539,499,1,382,U - Acuerdo de Unión Civil,El Conyuge,Isapre Fund Salud Trab BcoEsta
72,Stopout semester 2,08-2019,,,,,,,,,,,,,,,,,,,
72,Dropout,12-2019,,,,,,,,,,,,,,,,,,,
76,Alert semester 1,01-2019,"28a,28b",True,,1.65,1.65,201920,60 - PSU,M,Vigente,X R. de los Lagos,Particular Subvencionado,780,603,57,2,188,C - Casado,Solo con mi padre,Isapre San Lorenzo Ltda.
76,Alert semester 2,08-2019,28c,True,,2.91,4.16,,,,,,,,,,,,,,
76,Alert semester 3,01-2020,28e,True,,3.08,3.44,,,,,,,,,,,,,,
76,Stopout semester 4,08-2020,,,,,,,,,,,,,,,,,,,
76,Alert semester 5,01-2021,28e,True,,3.21,3.58,,,,,,,,,,,,,,
