RUT,PERIODO ADMISIÓN,PERIODO ACADÉMICO,SITUACIÓN ACADÉMICA POR SEM,PPS,PPA,CRED INSCR PER,CRED APROB PER,CRED REPRO PER,CRED INSCR ACUM,CRED APROB ACUM,CRED REPRO ACUM
89,201920,202020,INPROGRESS - En progreso,4.24,3.75,40,35,5,120,60,60
89,201920,202022,INPROGRESS - En progreso,5.73,4.25,60,55,5,180,115,65
89,201920,202120,INPROGRESS - En progreso,2.5,3.9,20,0,20,200,115,85
92,201920,201920,INPROGRESS - En progreso,3.34,3.34,60,10,50,60,10,50
92,201920,201922,INPROGRESS - En progreso,3.13,3.23,65,5,60,125,15,110
92,201920,202020,INPROGRESS - En progreso,6.23,4.23,25,20,5,150,35,115
92,201920,202022,INPROGRESS - En progreso,2.37,3.77,65,10,55,215,45,170
92,201920,202120,SUSPESTUDIOS - Suspensión de estudios,0,3.77,0,0,0,215,45,170
93,201920,201920,INPROGRESS - En progreso,3.38,3.38,10,0,10,10,0,10
93,201920,201922,INPROGRESS - En progreso,4.56,3.97,45,40,5,55,40,15
93,201920,202020,INPROGRESS - En progreso,1.38,3.11,15,0,15,70,40,30
93,201920,202022,INPROGRESS - En progreso,2.06,2.85,30,0,30,100,40,60
93,201920,202120,INPROGRESS - En progreso,5.17,3.31,35,25,10,135,65,70
94,201920,201920,INPROGRESS - En progreso,2.15,2.15,10,0,10,10,0,10
94,201920,201922,INPROGRESS - En progreso,1.02,1.58,30,0,30,40,0,40
94,201920,202020,INPROGRESS - En progreso,1.1,1.42,30,0,30,70,0,70
94,201920,202022,INPROGRESS - En progreso,2.61,1.72,15,0,15,85,0,85
94,201920,202120,SUSPESTUDIOS - Suspensión de estudios,0,1.72,0,0,0,85,0,85
96,201920,201920,INPROGRESS - En progreso,2.97,2.97,10,0,10,10,0,10
96,201920,201922,INPROGRESS - En progreso,4.13,3.55,35,35,0,45,35,10
96,201920,202020,INPROGRESS - En progreso,5.1,4.07,65,50,15,110,85,25
96,201920,202022,INPROGRESS - En progreso,1.54,3.43,50,5,45,160,90,70
96,201920,202120,INPROGRESS - En progreso,6.95,4.14,25,15,10,185,105,80
98,201920,201920,SUSPESTUDIOS - Suspensión de estudios,0,0,0,0,0,0,0,0
98,201920,201922,SUSPESTUDIOS - Suspensión de estudios,0,0,0,0,0,0,0,0
98,201920,202020,SUSPESTUDIOS - Suspensión de estudios,0,0,0,0,0,0,0,0
98,201920,202022,INPROGRESS - En progreso,4.49,4.49,20,15,5,20,15,5
98,201920,202120,INPROGRESS - En progreso,5.05,4.77,25,25,0,45,40,5
99,201920,201920,INPROGRESS - En progreso,3.21,3.21,55,10,45,55,10,45
99,201920,201922,INPROGRESS - En progreso,1.11,2.16,25,5,20,80,15,65
99,201920,202020,INPROGRESS - En progreso,4.62,2.98,25,25,0,105,40,65
99,201920,202022,INPROGRESS - En progreso,2.06,2.75,50,5,45,155,45,110
99,201920,202120,INPROGRESS - En progreso,2.57,2.71,65,5,60,220,50,170
100,201920,201920,INPROGRESS - En progreso,1.59,1.59,10,0,10,10,0,10
100,201920,201922,INPROGRESS - En progreso,5.75,3.67,60,40,20,70,40,30
100,201920,202020,INPROGRESS - En progreso,6.32,4.55,60,60,0,130,100,30
100,201920,202022,INPROGRESS - En progreso,5.83,4.87,65,45,20,195,145,50
100,201920,202120,SUSPESTUDIOS - Suspensión de estudios,0,4.87,0,0,0,195,145,50
