RUT,PERIODO,MATERIA,CURSO,CALIF
50,201920,DERC,504,6.3
50,201920,DERS,602,1.7
50,201922,DERP,509,6.3
50,201922,DEL,316,4.4
50,201922,DERC,614,2.6
50,201922,DER,268,2.6
50,202020,DERP,901,1.5
50,202020,DERF,008,3.2
50,202020,DEC,265,4.4
50,202020,DERC,902,1.4
50,202020,DERE,104,2.9
50,202020,DEF,311,1.0
50,202022,DERP,513,3.9
50,202022,DERF,002,6.9
50,202022,DERS,601,3.9
50,202022,DERP,510,3.1
50,202022,DERL,702,3.4
50,202022,DEC,268,2.3
50,202022,DMD,3151,4.9
50,202120,DEP,307,2.5
50,202120,DERF,007,6.6
50,202120,DERL,802,7.0
50,202120,DEP,288,4.4
50,202120,DMD,3421,1.3
50,202120,DEM,272,6.7
51,201920,DERC,610,1.7
51,201920,DEF,334,2.6
51,201920,DEI,245,5.5
51,202022,DER,270,1.4
51,202022,DERF,507,1.1
51,202022,DEL,308,1.4
51,202022,DERC,611,1.1
51,202022,DERC,619,2.6
51,202022,DERF,503,5.8
51,202022,DMD,3930,4.0
51,202120,DEP,283,5.8
51,202120,DEM,293,5.6
51,202120,DMD,3923,1.6
53,201920,DEF,307,3.4
53,201920,DERG,604,3.5
53,201920,DEP,299,1.1
53,201920,DERC,609,1.8
53,201920,DERP,509,3.3
53,202020,DERL,602,4.0
53,202020,DERL,901,5.9
53,202020,DERC,611,4.8
53,202020,DERC,601,3.1
53,202020,DERL,805,1.4
53,202020,DERC,618,2.9
53,202020,DERL,001,2.6
53,202022,DEF,282,5.4
53,202022,DEP,282,1.3
53,202022,DERC,005,4.3
53,202120,DERC,616,2.2
53,202120,DERH,401,1.6
53,202120,DERC,614,3.2
53,202120,DERH,402,3.6
53,202120,DEM,269,3.4
53,202120,DED,254,3.4
54,201920,DERR,506,6.7
54,201920,DERE,104,2.2
54,201920,DEM,295,2.9
54,201920,DED,252,4.5
54,201920,DES,262,6.9
54,201922,DEL,317,3.8
54,201922,DERP,511,4.0
54,201922,DEL,269,5.2
54,202020,DER,269,5.9
54,202020,DEF,345,5.1
54,202020,DERR,506,6.3
54,202020,DEP,276,3.1
54,202020,DEM,270,1.9
54,202022,DEC,272,5.0
54,202022,DERG,508,1.3
54,202022,DMD,3151,4.7
54,202022,DERL,510,6.1
54,202120,DERH,405,3.5
54,202120,DERC,511,6.5
54,202120,DERC,009,6.0
54,202120,DEP,295,5.5
54,202120,DERL,507,5.0
54,202120,DERH,206,6.0
54,202120,DMD,3121,2.4
55,201920,DERG,504,4.2
55,201920,DEM,273,4.1
55,201920,DER,253,4.2
55,201920,DEC,273,3.7
55,201920,DERR,502,1.3
55,201922,DEE,213,6.6
55,201922,DERC,902,4.2
55,202020,DEM,280,7.0
55,202020,DES,264,4.7
55,202020,DERF,007,5.4
55,202022,DMD,3524,3.4
55,202022,DERL,005,5.5
55,202022,DEL,318,1.7
55,202022,DERF,001,6.0
55,202022,DERN,503,5.7
55,202022,DERC,006,6.0
55,202022,DERS,001,4.1
56,201920,DEL,277,1.4
56,201920,DES,260,5.3
56,201920,DERC,504,4.1
56,201920,DERC,502,3.7
56,201922,DET,026,1.1
56,201922,DEF,352,2.2
56,201922,DERH,303,6.8
56,201922,DEI,238,1.4
56,202020,DMD,3138,3.6
56,202020,DMD,3935,3.9
56,202020,DERP,505,1.4
56,202020,DEG,021,6.1
56,202020,DER,266,6.2
57,202020,DEF,350,5.8
57,202020,DERC,902,5.9
57,202020,DER,269,1.6
57,202022,DEC,248,6.6
57,202022,DERP,511,6.0
57,202022,DERP,002,3.5
57,202022,DERL,506,3.3
57,202022,DMD,3419,4.7
57,202022,DERC,623,1.4
57,202120,DERN,503,2.2
57,202120,DERC,622,2.9
57,202120,DEG,014,6.8
58,201920,DERL,702,5.0
58,201920,DEL,317,3.3
58,201920,DERL,604,5.2
58,201922,DERC,622,6.7
58,201922,DMD,3130,4.6
58,201922,DMD,3141,2.3
58,201922,DMD,3531,1.8
58,201922,DMD,3141,4.5
58,202020,DEM,273,1.8
58,202020,DERP,001,2.6
58,202020,DEF,344,4.7
58,202020,DERH,201,2.8
58,202020,DEM,269,7.0
58,202020,DEP,302,2.2
58,202022,DERE,103,3.2
58,202022,DER,270,5.6
58,202022,DERF,008,1.9
58,202022,DERC,510,2.6
58,202022,DEP,309,5.9
58,202022,DERS,601,2.7
58,202120,DERR,004,4.0
58,202120,DERL,001,3.1
59,201920,DEL,280,3.5
59,201920,DERN,502,4.5
59,201920,DERS,506,1.7
59,201922,DERL,803,6.7
59,201922,DEF,311,5.1
59,201922,DEM,292,2.4
59,202020,DERL,502,3.3
59,202020,DMD,3504,3.5
59,202020,DERP,511,3.7
59,202020,DEL,309,3.2
59,202020,DERG,602,2.7
59,202020,DERL,510,5.0
59,202020,DEI,242,2.8
59,202022,DMD,3141,1.1
59,202022,DERP,504,2.5
59,202022,DERG,503,3.2
60,201920,DERR,502,6.4
60,201920,DERC,504,3.3
60,201920,DERL,805,3.0
60,201920,DMD,3923,4.5
60,201920,DMD,3402,4.9
60,201920,DEM,292,6.4
60,201922,DEL,267,5.7
60,201922,DEC,250,3.2
60,201922,DMD,3432,4.5
60,201922,DEP,274,3.1
60,202020,DER,252,5.0
60,202020,DERT,501,3.8
60,202020,DEI,250,2.0
60,202020,DEP,294,2.9
61,201922,DMD,3541,4.9
61,201922,DEL,311,6.8
61,201922,DEC,269,7.0
61,201922,DERS,505,3.6
61,201922,DERH,304,4.9
61,202120,DEC,275,1.7
61,202120,DEC,268,1.4
61,202120,DERP,512,4.9
61,202120,DERL,611,6.6
61,202120,DERL,505,6.9
61,202120,DEL,308,4.0
61,202120,DERC,614,4.1
62,201920,DERL,002,5.5
62,201920,DEC,242,1.0
62,201920,DERN,503,5.2
62,201922,DMD,3607,6.4
62,201922,DMD,3127,5.9
62,201922,DMD,3126,3.8
62,201922,DERC,004,3.6
62,201922,DERT,501,1.1
62,201922,DERN,501,6.7
62,201922,DEI,245,1.7
62,202020,DERC,508,4.2
62,202020,DERR,507,6.8
62,202020,DEP,275,5.7
62,202020,DERG,505,7.0
62,202020,DEL,313,1.7
62,202020,DERC,511,2.4
62,202020,DMD,3127,1.5
62,202022,DER,255,2.9
62,202022,DERC,903,5.7
62,202022,DERC,901,4.5
62,202022,DERF,507,1.3
62,202022,DERH,301,4.5
62,202120,DEG,015,4.3
62,202120,DERS,503,1.8
62,202120,DERS,001,5.9
62,202120,DEE,220,1.9
63,201920,DEL,313,4.1
63,201920,DERC,505,4.7
63,201920,DERG,510,6.8
63,201920,DERC,508,5.9
63,201920,DERH,304,1.9
63,201922,DERR,002,5.4
63,201922,DERG,510,3.3
63,201922,DEC,262,4.2
63,201922,DEC,247,3.4
63,201922,DERN,502,2.8
63,201922,DMD,3102,4.9
63,201922,DEP,275,1.3
63,202020,DMD,3430,2.8
63,202020,DEF,282,2.6
63,202020,DERC,008,4.9
63,202022,DERH,206,3.0
63,202022,DERC,623,2.2
63,202022,DERL,702,6.7
63,202022,DERC,511,6.9
63,202022,DERL,002,3.4
63,202022,DERG,502,2.6
63,202022,DERG,504,2.5
63,202120,DERL,701,1.5
63,202120,DERL,502,3.3
63,202120,DERN,503,3.6
63,202120,DERC,601,1.7
63,202120,DERL,503,6.0
64,201920,DEL,311,2.0
64,201920,DEG,016,4.3
64,201920,DER,268,5.9
64,201922,DMD,3128,1.6
64,201922,DES,261,1.2
64,201922,DERC,612,3.9
65,201920,DERH,304,4.1
65,201920,DERC,619,3.9
65,201920,DEM,269,3.2
65,201922,DERR,502,6.8
65,201922,DEC,244,5.1
65,201922,DERC,503,6.8
65,201922,DERN,501,6.8
65,201922,DMD,3141,3.2
65,202020,DERG,505,2.3
65,202020,DMD,3808,4.5
65,202020,DERR,901,2.1
65,202020,DERP,002,4.1
65,202020,DEF,348,3.1
65,202022,DERL,006,2.3
65,202022,DERR,501,2.6
65,202022,DERF,508,4.9
65,202022,DEP,309,3.4
65,202022,DERL,803,4.4
65,202022,DERL,002,1.5
65,202022,DEC,254,6.0
65,202120,DEM,280,1.2
65,202120,DERL,007,5.9
65,202120,DERL,803,4.9
65,202120,DEC,268,7.0
65,202120,DEL,318,1.3
66,201920,DEP,299,1.5
66,201920,DERN,001,6.6
66,201920,DMD,3620,5.3
66,201920,DMD,3151,6.6
66,201920,DEF,348,2.3
66,201922,DMD,3402,1.0
66,201922,DES,264,3.9
66,201922,DERH,203,5.1
66,202020,DEF,334,2.0
66,202020,DEC,242,3.6
66,202020,DEF,347,1.8
66,202020,DMD,3935,3.7
66,202020,DERL,507,5.8
66,202020,DEG,019,2.9
66,202022,DMD,3930,5.4
66,202022,DERP,001,6.7
66,202022,DERC,503,5.0
66,202022,DMD,3401,5.3
66,202022,DMD,3536,1.7
66,202022,DER,270,5.1
66,202022,DERC,618,4.4
66,202120,DEP,282,1.6
66,202120,DERP,509,4.2
66,202120,DERR,003,1.9
67,201920,DERL,804,3.8
67,201920,DER,253,6.4
67,201920,DEP,303,2.2
67,201920,DMD,3536,6.6
67,201920,DERN,502,3.6
67,201920,DERS,501,4.1
67,201920,DEF,307,1.6
67,201922,DMD,3504,6.1
67,201922,DMD,3506,4.5
67,202020,DERF,002,1.1
67,202020,DERH,202,4.9
67,202020,DEP,303,4.5
67,202022,DERP,507,5.1
67,202022,DEC,273,4.4
67,202022,DERP,512,3.1
67,202022,DMD,3508,1.9
67,202022,DEL,280,6.9
67,202120,DES,255,1.5
67,202120,DERC,623,2.4
67,202120,DEL,277,3.1
68,201920,DERG,503,4.4
68,201920,DERF,510,6.5
68,201920,DERL,501,3.3
68,201920,DMD,3144,2.3
68,201920,DEI,243,1.4
68,201920,DEP,280,6.9
68,201920,DEC,246,3.7
68,201922,DERC,621,1.7
68,201922,DERF,001,5.5
68,201922,DERR,001,5.1
68,201922,DMD,3121,6.1
68,202020,DEZ,255,7.0
68,202020,DERC,903,4.4
68,202020,DMD,3524,3.9
68,202022,DERC,623,1.9
68,202022,DMD,3936,3.1
68,202022,DERG,505,1.6
68,202022,DMD,3604,1.9
68,202022,DERF,008,6.2
68,202120,DES,264,4.7
68,202120,DERC,004,2.0
68,202120,DERF,003,4.5
69,201920,DERL,701,5.1
69,201920,DERC,611,1.7
69,201920,DERE,103,5.8
69,201920,DEF,330,6.1
69,201920,DEG,014,6.9
69,201922,DERR,002,2.5
69,201922,DEC,269,2.0
69,201922,DERF,505,5.0
69,201922,DERL,803,2.5
69,201922,DERP,003,2.6
69,201922,DEF,334,2.6
69,201922,DERS,506,5.8
69,202020,DEF,341,1.9
69,202020,DERH,406,2.0
69,202020,DMD,3102,6.1
69,202020,DERP,504,1.5
69,202020,DMD,3005,2.0
69,202020,DEF,347,5.0
69,202020,DERR,501,5.7
69,202022,DEL,277,2.8
69,202022,DEF,352,6.6
69,202022,DEI,250,4.9
69,202022,DERR,510,2.4
69,202022,DEC,273,5.1
69,202120,DEF,344,5.4
69,202120,DMD,3620,4.0
69,202120,DERC,620,5.4
70,201920,DERH,404,1.5
70,201920,DMD,3416,1.7
70,201920,DMD,3922,5.5
70,201922,DERG,505,6.4
70,201922,DERR,001,6.6
70,202020,DERC,004,2.2
70,202020,DERL,701,2.9
70,202020,DERC,006,1.4
70,202020,DERH,207,5.0
70,202020,DERC,006,1.2
71,201920,DERF,506,1.9
71,201920,DEF,351,6.8
71,201920,DMD,3604,6.5
71,201920,DERR,510,1.5
71,201920,DERC,619,5.1
71,201920,DEL,266,4.2
71,201920,DERC,604,4.7
71,201922,DERF,004,6.3
71,201922,DERR,001,3.5
71,201922,DERC,606,2.2
71,201922,DMD,3141,3.9
71,202020,DMD,3525,6.6
71,202020,DERH,205,1.5
71,202020,DERG,502,2.5
71,202020,DERP,511,5.2
71,202020,DERC,902,6.9
71,202020,DERT,501,6.2
71,202020,DEC,269,4.7
71,202022,DERL,605,7.0
71,202022,DERF,506,4.7
71,202022,DMD,3154,2.9
71,202120,DEF,335,1.5
71,202120,DERL,505,1.9
71,202120,DER,253,1.7
71,202120,DET,025,6.2
71,202120,DEI,245,3.5
71,202120,DERL,007,6.0
72,201920,DERG,603,4.6
72,201920,DES,262,5.6
72,201920,DMD,3541,5.8
72,201920,DEF,312,3.2
72,201922,DERR,503,6.9
72,201922,DERH,404,3.4
72,201922,DERH,203,2.3
72,201922,DERF,509,1.1
72,201922,DER,266,2.5
72,201922,DEL,268,4.5
72,201922,DERC,619,5.3
72,202020,DERP,507,5.0
72,202020,DEM,292,4.9
72,202020,DERP,510,2.1
72,202022,DERL,007,2.3
72,202022,DEC,273,3.9
72,202022,DMD,3604,6.5
72,202022,DERH,100,2.4
72,202022,DERL,611,4.7
72,202120,DERF,512,4.1
72,202120,DERL,501,4.4
72,202120,DER,252,2.1
72,202120,DERH,404,1.4
72,202120,DEF,341,3.0
72,202120,DMD,3421,2.2
73,201920,DEZ,255,5.7
73,201920,DERR,509,1.6
73,201920,DEF,351,5.6
73,201920,DERF,503,3.6
73,201920,DEZ,256,3.5
73,202120,DERN,001,3.2
73,202120,DERC,503,1.4
73,202120,DEE,211,6.9
73,202120,DERS,501,7.0
73,202120,DERH,206,5.7
73,202120,DMD,3927,2.4
73,202120,DEC,264,3.3
74,201922,DERL,803,4.4
74,201922,DMD,3607,1.4
74,201922,DEC,266,1.3
74,202020,DER,253,3.3
74,202020,DEF,350,3.5
74,202020,DERC,007,1.9
74,202020,DEC,264,2.0
74,202020,DERN,502,6.8
74,202022,DERR,505,3.1
74,202022,DERG,506,1.9
75,201920,DMD,3152,2.9
75,201920,DEM,273,2.2
75,201920,DERG,506,5.2
75,201920,DEM,275,6.3
75,201920,DMD,3421,6.3
75,201920,DMD,3908,3.7
75,201922,DES,261,5.4
75,201922,DEI,248,1.9
75,201922,DEF,313,6.9
75,202020,DMD,3421,3.1
75,202020,DEM,291,1.7
75,202020,DERR,506,2.1
75,202020,DERC,009,2.6
75,202020,DMD,3501,4.2
75,202022,DERC,511,3.7
75,202022,DERC,619,2.6
75,202022,DERL,006,1.5
75,202022,DEI,239,1.1
75,202022,DER,270,6.9
75,202120,DMD,3143,4.0
75,202120,DERL,008,6.8
75,202120,DMD,3417,4.4
75,202120,DEC,262,3.9
75,202120,DERL,607,3.8
75,202120,DERH,200,7.0
75,202120,DERC,623,3.8
77,201920,DERF,003,1.9
77,201920,DEL,315,6.9
77,201920,DEI,245,3.6
77,201920,DEG,020,3.4
77,201920,DED,254,2.7
77,201920,DEP,297,2.0
77,201920,DES,264,5.9
77,201922,DEC,269,1.1
77,201922,DERF,508,5.8
77,201922,DEG,024,4.7
77,202020,DEL,309,3.8
77,202020,DERH,402,3.1
77,202020,DEG,003,2.8
77,202020,DEM,273,3.0
78,201920,DEI,243,4.4
78,201920,DERG,603,3.8
78,201920,DEP,299,5.5
78,201920,DEG,003,3.1
78,201920,DES,262,4.5
78,201920,DMD,3430,3.6
78,201920,DEP,305,3.8
78,201922,DERG,602,6.7
78,201922,DEL,318,2.4
78,201922,DEP,307,6.1
78,201922,DMD,3922,2.0
78,201922,DEF,341,4.4
78,202020,DERS,504,5.6
78,202020,DMD,3432,2.9
78,202020,DMD,3138,4.5
78,202020,DERC,605,5.2
78,202022,DERL,604,2.7
78,202022,DERL,002,4.8
78,202022,DEC,243,3.1
78,202022,DERL,702,1.7
78,202022,DMD,3511,6.5
78,202022,DERL,807,4.9
78,202022,DMD,3140,1.0
78,202120,DEG,021,3.4
78,202120,DEG,021,4.4
78,202120,DERC,510,4.4
78,202120,DEM,276,1.5
78,202120,DEG,021,4.8
79,201920,DEL,311,4.8
79,201920,DEM,272,2.7
79,201920,DEP,288,1.3
79,201920,DERH,303,5.8
79,201920,DEF,327,4.5
79,201920,DER,268,5.8
79,201920,DERL,501,2.2
79,201922,DEC,272,4.0
79,201922,DEF,352,3.1
79,201922,DEC,268,6.7
79,202020,DERC,623,6.2
79,202020,DERC,902,2.7
79,202020,DEM,293,4.0
79,202020,DERH,204,6.6
79,202020,DMD,3535,2.3
79,202020,DET,028,5.8
79,202020,DERH,207,6.5
80,201920,DEF,351,2.5
80,201920,DMD,3538,5.3
80,201922,DET,025,5.8
80,201922,DEL,304,1.7
80,201922,DEP,281,2.8
80,201922,DERF,514,1.3
80,202020,DER,252,6.7
80,202020,DMD,3922,3.1
80,202020,DERG,508,4.7
80,202020,DER,268,6.6
80,202022,DERG,508,6.2
80,202022,DERH,207,2.0
80,202022,DEC,265,6.9
80,202022,DERH,406,2.9
80,202120,DERF,001,4.7
80,202120,DMD,3921,5.5
80,202120,DEG,010,4.7
81,201920,DERL,005,5.5
81,201920,DMD,3908,1.4
81,201920,DERC,505,5.6
81,201920,DEF,347,6.2
81,201920,DERC,506,2.6
81,201920,DERN,502,4.8
81,201920,DEL,318,2.3
81,201922,DERG,510,3.1
81,201922,DER,252,6.3
81,201922,DEG,024,5.8
81,202020,DERH,304,2.4
81,202020,DEI,243,5.7
81,202020,DMD,3141,1.9
81,202020,DEL,317,2.9
81,202020,DEI,248,5.1
81,202022,DEM,272,4.9
81,202022,DMD,3140,5.6
81,202022,DERR,001,3.0
81,202022,DEE,213,6.5
81,202022,DEF,353,4.2
81,202022,DES,243,4.7
81,202022,DES,258,5.6
81,202120,DERG,602,1.7
81,202120,DERH,301,4.1
81,202120,DERC,621,1.4
81,202120,DERL,002,6.2
81,202120,DET,026,1.3
81,202120,DMD,3935,5.5
82,201920,DERL,802,2.7
82,201920,DES,243,3.2
82,201920,DET,029,3.0
82,201920,DEF,345,3.0
82,201920,DERC,604,2.8
82,201922,DMD,3620,4.2
82,201922,DERR,503,3.4
82,201922,DEF,327,5.7
82,201922,DEF,311,1.7
82,202020,DERS,602,3.9
82,202020,DERP,510,5.6
82,202020,DMD,3138,5.9
82,202020,DMD,3121,6.4
82,202020,DERC,504,4.5
82,202020,DERH,206,7.0
82,202022,DERL,809,1.5
82,202022,DERH,402,5.6
82,202022,DEC,268,4.7
82,202022,DERH,100,4.3
82,202120,DEI,248,5.7
82,202120,DEG,020,5.4
83,201920,DERR,505,2.6
83,201920,DMD,3535,1.2
83,201920,DEC,268,3.7
83,201920,DERS,602,6.9
83,201920,DEP,281,2.2
83,201920,DERF,505,6.3
83,201920,DEM,276,4.3
83,201922,DEC,243,2.6
83,201922,DMD,3141,4.7
83,201922,DERC,010,7.0
83,201922,DEG,024,4.4
83,201922,DMD,3511,2.5
83,201922,DERN,503,2.4
83,202020,DMD,3151,3.5
83,202020,DEL,266,5.3
83,202022,DERC,010,2.5
83,202022,DERF,506,3.8
83,202022,DEC,250,3.3
83,202022,DMD,3504,3.3
83,202022,DERL,603,4.7
83,202022,DER,267,6.7
83,202120,DMD,3607,3.9
83,202120,DEP,305,6.2
84,201920,DMD,3417,1.7
84,201920,DES,267,1.1
84,201920,DEF,346,4.1
84,201920,DERG,503,5.4
84,201920,DERF,005,2.5
84,201920,DERL,006,5.2
84,201920,DEG,017,2.2
84,201922,DMD,3127,3.6
84,201922,DEC,273,3.6
84,201922,DEP,282,4.7
84,201922,DERG,503,6.2
84,201922,DEP,307,5.6
84,202020,DERS,502,5.4
84,202020,DERH,305,6.3
84,202020,DEM,292,5.0
84,202020,DMD,3934,6.4
84,202022,DERR,504,6.3
84,202022,DEF,334,5.4
84,202022,DEE,219,2.4
84,202022,DERG,509,6.7
84,202022,DERL,611,7.0
84,202022,DEM,292,3.6
84,202022,DERC,618,2.8
84,202120,DERG,504,5.6
84,202120,DERR,509,4.5
84,202120,DEG,014,3.1
84,202120,DERG,510,3.3
84,202120,DMD,3430,3.1
85,201920,DEF,352,2.6
85,201920,DERL,506,3.3
85,201922,DEM,296,2.8
85,201922,DERF,006,5.5
85,201922,DET,029,1.4
85,202020,DMD,3508,1.3
85,202020,DERR,503,6.0
85,202022,DERF,509,1.4
85,202022,DERG,510,5.3
85,202022,DERL,604,5.5
85,202120,DES,262,3.9
85,202120,DERF,510,5.2
85,202120,DERH,205,3.4
85,202120,DERC,605,6.9
85,202120,DERG,506,5.5
86,201920,DEG,020,2.9
86,201920,DEG,014,4.1
86,201920,DER,252,2.6
86,201920,DERC,511,3.1
86,201920,DERL,601,3.0
86,201920,DERH,305,5.8
86,201920,DERL,601,5.0
86,201922,DEF,353,6.4
86,201922,DERP,502,5.1
86,201922,DERC,002,4.6
86,201922,DERS,503,3.8
86,202020,DMD,3525,6.9
86,202020,DERC,506,1.1
86,202020,DEF,353,3.1
86,202022,DMD,3918,1.3
86,202022,DEM,269,2.8
86,202022,DEP,302,2.0
86,202022,DERC,611,6.0
86,202022,DERL,508,5.2
86,202022,DERC,011,3.2
86,202022,DERC,610,4.1
86,202120,DERR,509,3.2
86,202120,DMD,3922,3.4
86,202120,DERL,503,4.8
86,202120,DERP,504,2.5
86,202120,DER,269,1.2
86,202120,DEF,314,4.8
86,202120,DEM,272,5.4
87,201920,DEL,306,1.1
87,201920,DEC,268,5.2
87,201920,DEC,247,5.0
87,201920,DERP,503,6.2
87,201920,DEP,282,4.7
87,201920,DEI,250,5.2
87,201920,DERP,513,5.9
87,201922,DERH,301,6.1
87,201922,DMD,3536,2.9
87,201922,DEP,288,6.5
87,201922,DERC,506,2.7
87,201922,DEP,294,6.9
87,202020,DEI,239,4.3
87,202020,DERH,200,4.7
87,202022,DERL,007,4.9
87,202022,DERC,608,5.7
87,202022,DEL,317,2.1
87,202022,DERH,402,6.5
87,202022,DMD,3143,5.6
87,202022,DER,244,3.1
87,202120,DERG,604,3.1
87,202120,DER,266,6.3
87,202120,DEC,254,3.9
88,201920,DEE,214,2.4
88,201920,DERE,103,5.0
88,201920,DMD,3522,5.5
88,201920,DMD,3531,6.0
88,201920,DMD,3102,6.6
88,201922,DEI,245,1.6
88,201922,DEZ,256,4.6
88,201922,DERE,104,6.9
88,202020,DERG,504,4.2
88,202020,DERH,306,1.4
88,202020,DERR,001,3.5
88,202020,DMD,3522,4.7
88,202020,DES,263,2.6
88,202020,DERH,207,1.9
88,202020,DMD,3934,2.9
88,202022,DERL,603,5.7
88,202022,DERP,508,4.4
88,202022,DERC,503,2.5
88,202022,DEC,243,2.5
88,202022,DERP,503,2.8
88,202022,DEC,266,1.1
88,202120,DER,270,3.5
88,202120,DEG,018,2.6
88,202120,DERC,008,2.0
88,202120,DERL,002,3.8
88,202120,DER,255,2.1
88,202120,DMD,3402,6.3
88,202120,DED,252,6.2
89,201920,DMD,3130,3.7
89,201920,DERE,103,4.0
89,201920,DERC,508,5.9
89,201920,DEI,250,4.0
89,201920,DERL,603,3.7
89,201922,DEP,308,4.2
89,201922,DEI,239,2.7
89,201922,DEE,219,2.8
89,202022,DER,253,4.9
89,202022,DER,254,4.7
89,202022,DERL,803,4.1
89,202022,DERL,701,6.2
89,202022,DMD,3525,5.1
89,202120,DEP,302,3.2
89,202120,DEM,292,1.5
89,202120,DMD,3121,4.3
89,202120,DES,243,6.9
89,202120,DERF,009,1.4
89,202120,DERC,901,4.2
90,201920,DERH,203,4.3
90,201920,DERL,807,4.3
90,201920,DES,260,6.2
90,201922,DERC,509,3.1
90,201922,DEF,334,4.2
90,201922,DERC,008,1.1
90,201922,DERH,302,5.8
91,201920,DMD,3144,4.8
91,201920,DERR,002,3.7
91,201920,DET,029,4.5
91,201920,DMD,3402,4.6
91,201920,DMD,3508,5.3
91,201920,DEF,345,3.8
92,201920,DERF,514,5.0
92,201920,DERR,503,6.6
92,201920,DERF,516,4.3
92,201922,DERP,513,6.9
92,201922,DERC,510,4.7
92,201922,DER,251,2.3
92,201922,DMD,3922,6.5
92,201922,DERG,509,1.4
92,202020,DMD,3808,2.9
92,202020,DEL,304,6.7
92,202020,DERL,702,4.1
92,202022,DMD,3417,2.1
92,202022,DERF,007,5.9
92,202022,DMD,3432,2.3
92,202120,DERC,012,1.3
92,202120,DEZ,255,5.4
92,202120,DMD,3144,1.8
92,202120,DERF,002,4.8
92,202120,DMD,3539,2.0
93,201920,DER,244,4.9
93,201920,DERR,506,5.8
93,201920,DMD,3607,2.1
93,201922,DMD,3807,1.7
93,201922,DEC,244,6.6
93,201922,DEZ,256,6.2
93,201922,DES,267,3.3
93,201922,DMD,3922,2.5
93,202020,DMD,3144,4.9
93,202020,DERP,510,4.0
93,202020,DEC,248,2.4
93,202020,DERL,805,2.6
93,202020,DERF,008,5.0
93,202020,DEF,350,2.5
93,202020,DMD,3141,2.4
93,202022,DEF,353,6.6
93,202022,DEM,293,5.2
93,202022,DEC,272,5.0
93,202022,DERH,405,5.1
93,202022,DERE,103,2.9
93,202120,DEC,244,1.4
93,202120,DEL,318,4.5
93,202120,DERC,009,4.2
93,202120,DEL,268,1.7
94,201920,DERC,612,6.9
94,201920,DES,261,4.3
94,201920,DERH,406,1.9
94,201920,DERR,502,4.9
94,201920,DEF,330,2.1
94,201922,DMD,3121,1.1
94,201922,DMD,3922,5.6
94,201922,DERC,620,4.8
94,201922,DEG,017,2.1
94,201922,DMD,3421,1.3
94,201922,DERR,510,6.2
94,201922,DEZ,255,1.8
95,201920,DEG,013,3.8
95,201920,DERL,507,4.7
95,201920,DMD,3511,2.0
95,201920,DERC,611,5.3
95,201920,DED,254,3.1
95,201920,DEP,298,1.9
95,201920,DERH,202,4.7
95,201922,DEC,247,2.4
95,201922,DMD,3535,3.3
96,202022,DEL,266,5.3
96,202022,DERR,005,6.1
96,202022,DERH,200,6.9
96,202022,DES,260,4.6
96,202022,DERH,304,2.7
96,202022,DERF,003,3.7
96,202022,DERL,507,2.2
96,202120,DMD,3620,4.1
96,202120,DEF,313,2.0
96,202120,DET,026,5.7
98,201920,DERS,601,1.9
98,201920,DERC,511,5.5
98,201920,DERL,002,3.3
98,201922,DER,244,2.8
98,201922,DERL,506,1.2
98,201922,DERH,203,6.6
98,201922,DERC,507,6.3
98,201922,DEP,305,6.1
98,202020,DEF,353,4.3
98,202020,DEM,293,1.8
98,202020,DEG,013,5.8
98,202020,DES,261,6.5
98,202020,DERL,004,6.4
98,202020,DER,254,2.6
98,202020,DET,025,2.8
98,202022,DEF,347,7.0
98,202022,DERC,002,5.2
98,202022,DERG,508,2.1
98,202022,DERL,808,6.2
98,202022,DERC,608,5.6
99,201920,DERC,008,4.3
99,201920,DERC,004,5.4
99,201920,DEF,351,3.2
99,201920,DERG,509,5.1
99,201920,DERC,609,6.4
99,201922,DERC,609,6.3
99,201922,DERL,805,7.0
99,201922,DERC,615,4.9
99,202020,DERF,506,1.9
99,202020,DERC,617,4.0
99,202020,DERC,001,1.8
99,202020,DEL,269,4.9
99,202020,DET,029,4.8
99,202022,DERH,303,2.3
99,202022,DER,258,3.3
99,202022,DEI,242,3.7
99,202120,DEP,296,2.6
99,202120,DERN,501,4.0
99,202120,DER,258,2.1
100,201920,DEC,274,2.2
100,201920,DMD,3525,4.6
100,201922,DMD,3005,1.0
100,201922,DEF,312,5.1
100,201922,DERH,405,3.0
100,201922,DERL,804,3.8
100,201922,DEP,306,4.8
100,201922,DEF,350,3.6
100,202020,DEF,354,5.8
100,202020,DER,269,5.3
100,202020,DER,244,6.6
100,202020,DERP,502,2.6
100,202020,DERH,205,3.4
100,202020,DERC,501,5.3
100,202020,DMD,3927,3.8
100,202022,DEF,351,4.7
100,202022,DMD,3927,4.9
100,202022,DERF,002,1.8
100,202120,DERL,607,2.0
100,202120,DEC,248,3.5
100,202120,DERH,402,4.3
